complex_id,B0_DockQ_AB,B0_DockQ_AC,B0_DockQ_BC,B0_DockQ_AbAg,B0_iRMSD_AB,B0_LRMSD_AB,B0_fnat_AB,B0_F1_AB,B0_iRMSD_AC,B0_fnat_AC,B0_confidence,B0_iptm,B0_fk_energy,B0_composite_score,B0_n_models,B0_n_settings,B1_DockQ_AB,B1_DockQ_AC,B1_DockQ_BC,B1_DockQ_AbAg,B1_iRMSD_AB,B1_LRMSD_AB,B1_fnat_AB,B1_F1_AB,B1_iRMSD_AC,B1_fnat_AC,B1_confidence,B1_iptm,B1_fk_energy,B1_composite_score,B1_n_models,B1_n_settings,B2_DockQ_AB,B2_DockQ_AC,B2_DockQ_BC,B2_DockQ_AbAg,B2_iRMSD_AB,B2_LRMSD_AB,B2_fnat_AB,B2_F1_AB,B2_iRMSD_AC,B2_fnat_AC,B2_confidence,B2_iptm,B2_fk_energy,B2_composite_score,B2_n_models,B2_n_settings,NF_V2_DockQ_AB,NF_V2_DockQ_AC,NF_V2_DockQ_BC,NF_V2_DockQ_AbAg,NF_V2_iRMSD_AB,NF_V2_LRMSD_AB,NF_V2_fnat_AB,NF_V2_F1_AB,NF_V2_iRMSD_AC,NF_V2_fnat_AC,NF_V2_confidence,NF_V2_iptm,NF_V2_fk_energy,NF_V2_composite_score,NF_V2_n_models,NF_V2_n_settings
8EZ7_HLA,0.1766,0.1243,0.8232,0.1505,4.4011,22.4069,0.3000,0.2286,5.0725,0.0571,0.8731,0.5897,,,5,1,0.0204,0.0089,0.7388,0.0146,13.6212,37.3722,0.0000,0.0000,15.5229,0.0000,0.8949,0.7157,,,60.0000,12.0000,0.0211,0.0089,0.7491,0.0150,13.4353,36.6850,0.0000,0.0000,15.4862,0.0000,0.8944,0.7128,,,15.0000,3.0000,,,,,,,,,,,,,,,,
8EZ8_HLA,0.0095,0.0076,0.5791,0.0086,15.5562,60.5960,0.0000,0.0000,18.5491,0.0000,0.9072,0.8254,,,5,1,0.4492,0.5013,0.5579,0.4752,2.7204,4.2907,0.3176,0.3750,1.6655,0.3125,0.9205,0.8435,,,50.0000,10.0000,0.6935,0.5103,0.6774,0.6019,1.4562,2.7252,0.6588,0.7179,1.5206,0.1875,0.9106,0.8294,,,5.0000,1.0000,,,,,,,,,,,,,,,,
8FAH_HLA,0.0202,0.0201,0.6325,0.0202,18.3528,35.5868,0.0000,0.0000,20.6240,0.0000,0.8681,0.6853,,,5,1,0.6024,0.6239,0.6492,0.6132,1.6120,3.6675,0.5000,0.5517,1.8085,0.6000,0.9332,0.9136,,,35.0000,7.0000,0.0202,0.0202,0.6330,0.0202,18.3562,35.5645,0.0000,0.0000,20.5924,0.0000,0.8752,0.7205,,,10.0000,2.0000,0.0202,0.0206,0.5935,0.0204,18.2923,35.5638,0.0000,0.0000,20.8025,0.0000,0.8721,0.6990,0.0003,0.5662,5.0000,1.0000
8FGX_BAC,0.0319,0.0098,0.6906,0.0209,14.3955,27.8919,0.0000,0.0000,13.5565,0.0000,0.8433,0.5977,,,5,1,0.0319,0.0089,0.6110,0.0204,14.1456,27.9858,0.0000,0.0000,14.3429,0.0000,0.9283,0.9274,,,50.0000,10.0000,0.0319,0.0089,0.6166,0.0204,14.1628,27.9854,0.0000,0.0000,14.3328,0.0000,0.9188,0.8863,,,20.0000,4.0000,0.1472,0.0289,0.6759,0.0880,6.8086,15.0173,0.1525,0.1682,9.0762,0.0000,0.8719,0.6816,0.0021,0.3287,5.0000,1.0000
8FXB_HLE,0.0083,0.0099,0.9281,0.0091,16.2770,65.9493,0.0000,0.0000,14.7928,0.0000,0.8757,0.6585,,,5,1,0.0091,0.0172,0.9388,0.0131,16.0491,61.7491,0.0000,0.0000,10.5667,0.0000,0.8831,0.7030,,,15.0000,3.0000,0.0093,0.0176,0.9437,0.0134,16.2039,60.5759,0.0000,0.0000,10.6057,0.0000,0.8554,0.5955,,,10.0000,2.0000,0.0078,0.0100,0.9351,0.0089,16.5481,68.2055,0.0000,0.0000,14.5468,0.0000,0.8551,0.5870,0.0002,0.6110,5.0000,1.0000
8GH4_HLE,0.0676,0.0157,0.6169,0.0416,7.4966,57.4097,0.1429,0.1538,9.3511,0.0000,0.8921,0.7051,,,5,1,0.0669,0.0152,0.6195,0.0411,7.6890,57.7024,0.1429,0.1515,9.5663,0.0000,0.9160,0.8081,,,60.0000,12.0000,0.0681,0.0159,0.6151,0.0420,7.3860,56.9954,0.1429,0.1538,9.2641,0.0000,0.8909,0.6972,,,15.0000,3.0000,0.0611,0.0168,0.6089,0.0390,6.8270,55.2867,0.1143,0.1481,8.9364,0.0000,0.8726,0.6425,0.0002,0.5992,5.0000,1.0000
8GHP_HLA,0.0084,0.0103,0.7683,0.0094,14.2597,70.7649,0.0000,0.0000,12.0027,0.0000,0.8444,0.7460,,,5,1,0.0316,0.0702,0.7574,0.0509,8.5496,46.2609,0.0323,0.0220,9.9426,0.1579,0.8631,0.7907,,,35.0000,7.0000,0.0085,0.0105,0.7713,0.0095,14.1401,70.2437,0.0000,0.0000,11.8540,0.0000,0.8528,0.7872,,,5.0000,1.0000,,,,,,,,,,,,,,,,
8GP5_EFX,0.0039,0.0055,0.6639,0.0047,25.8884,93.0167,0.0000,0.0000,21.7713,0.0000,0.7835,0.6807,,,5,1,0.4090,0.5125,0.7427,0.4608,3.2756,7.0355,0.4603,0.5179,2.2701,0.6316,0.8293,0.8345,,,90.0000,18.0000,0.0049,0.0032,0.6518,0.0040,26.0378,79.3678,0.0000,0.0000,33.3483,0.0000,0.7978,0.7969,,,20.0000,4.0000,,,,,,,,,,,,,,,,
8GQ1_HLC,0.8266,0.8880,0.6547,0.8573,0.9156,1.9219,0.8000,0.8696,0.8405,0.9286,0.9771,0.9665,,,5,1,0.8329,0.8888,0.6535,0.8609,0.9457,1.6598,0.8200,0.8723,0.8439,0.9286,0.9774,0.9694,,,90.0000,18.0000,0.8278,0.8833,0.6536,0.8555,0.9675,1.7988,0.8200,0.8913,0.8801,0.9286,0.9773,0.9686,,,10.0000,2.0000,0.7961,0.8478,0.6451,0.8219,1.0354,1.9313,0.7600,0.8636,0.9317,0.8571,0.9778,0.9677,0.0006,0.6594,5.0000,1.0000
8HES_HLC,0.0281,0.0265,0.4164,0.0273,18.6662,29.2633,0.0000,0.0000,19.5278,0.0000,0.8358,0.5740,,,5,1,0.0583,0.0689,0.5336,0.0636,9.5829,20.1532,0.0000,0.0000,5.6281,0.0000,0.8769,0.7487,,,60.0000,12.0000,0.0443,0.0698,0.5699,0.0571,9.9798,47.1060,0.0794,0.0971,6.2632,0.1250,0.8248,0.5255,,,5.0000,1.0000,0.0262,0.0249,0.4123,0.0256,19.3736,30.3374,0.0000,0.0000,19.7233,0.0000,0.8628,0.6817,0.0003,0.4995,5.0000,1.0000
8HGM_CDB,0.1741,0.2826,0.6390,0.2284,5.4692,15.3667,0.2182,0.2526,3.4521,0.5000,0.8872,0.8023,,,5,1,0.7444,0.8118,0.6806,0.7781,1.0283,4.1525,0.7455,0.8200,1.0988,1.0000,0.9109,0.8327,,,55.0000,11.0000,,,,,,,,,,,,,,,,,0.1887,0.2816,0.6895,0.2352,4.9854,13.5244,0.2000,0.2366,3.0633,0.3750,0.8701,0.6996,0.0002,0.5862,5.0000,1.0000
8HLB_BCA,0.0368,0.0158,0.6865,0.0263,11.5942,42.4718,0.0556,0.0482,16.2110,0.0000,0.8871,0.7281,,,5,1,0.0186,0.0154,0.6694,0.0170,11.3664,42.3099,0.0000,0.0000,17.8031,0.0000,0.9258,0.8778,,,75.0000,15.0000,0.0369,0.0158,0.6872,0.0263,11.5802,42.4747,0.0556,0.0488,16.2231,0.0000,0.8953,0.7576,,,20.0000,4.0000,0.0461,0.0158,0.6905,0.0309,11.6582,42.3877,0.0833,0.0741,16.2163,0.0000,0.8801,0.6894,0.0003,0.5715,5.0000,1.0000
8HLB_DEA,0.0193,0.0177,0.5920,0.0185,12.8124,39.4147,0.0000,0.0000,18.6737,0.0000,0.9042,0.8115,,,5,1,0.0202,0.0182,0.5856,0.0192,11.6349,39.4717,0.0000,0.0000,16.6305,0.0000,0.9052,0.8698,,,40.0000,8.0000,0.0189,0.0172,0.5915,0.0181,13.0547,39.7068,0.0000,0.0000,19.6365,0.0000,0.9020,0.8710,,,15.0000,3.0000,0.0172,0.0183,0.5963,0.0178,19.4704,38.7789,0.0000,0.0000,15.6670,0.0000,0.8884,0.7537,0.0000,0.6254,5.0000,1.0000
8IDN_HLA,0.0106,0.0087,0.6929,0.0096,13.5768,60.0882,0.0000,0.0000,17.1404,0.0000,0.8579,0.6074,,,5,1,0.0105,0.0086,0.6811,0.0096,13.6035,60.0787,0.0000,0.0000,17.2604,0.0000,0.8857,0.7191,,,60.0000,12.0000,0.0106,0.0087,0.6918,0.0096,13.5783,60.1153,0.0000,0.0000,17.1398,0.0000,0.8686,0.6559,,,5.0000,1.0000,0.0106,0.0088,0.7290,0.0097,13.5062,59.9424,0.0000,0.0000,16.9770,0.0000,0.8690,0.6881,0.0010,0.3118,5.0000,1.0000
8IV4_ABG,0.4146,0.3130,0.6446,0.3638,2.6055,11.7686,0.6522,0.6667,2.5250,0.4500,0.8823,0.6512,,,5,1,0.3588,0.2839,0.6479,0.3213,2.7170,13.7155,0.5652,0.5778,2.6228,0.4000,0.9045,0.7348,,,15.0000,3.0000,,,,,,,,,,,,,,,,,0.3654,0.2346,0.6655,0.3000,2.8635,13.8961,0.6087,0.6364,2.6884,0.2500,0.8754,0.6096,0.0009,0.3236,5.0000,1.0000
8IV4_HLG,0.0159,0.0722,0.7766,0.0440,14.6090,43.1367,0.0000,0.0000,8.5877,0.0000,0.8774,0.7417,,,5,1,0.0304,0.0085,0.8005,0.0195,13.7889,43.9427,0.0435,0.0377,15.8875,0.0000,0.8939,0.7658,,,25.0000,5.0000,,,,,,,,,,,,,,,,,0.0168,0.0135,0.7754,0.0151,11.6947,45.2426,0.0000,0.0000,10.6515,0.0000,0.8371,0.5512,0.0009,0.3593,5.0000,1.0000
8IV5_ABG,0.0381,0.1073,0.7699,0.0727,10.1043,26.5859,0.0000,0.0000,6.8732,0.0000,0.8843,0.7770,,,5,1,0.8030,0.6616,0.7844,0.7323,1.0025,2.6378,0.8056,0.8056,1.3574,0.6522,0.9119,0.8715,,,35.0000,7.0000,,,,,,,,,,,,,,,,,0.0359,0.1002,0.7734,0.0680,10.3166,27.5501,0.0000,0.0000,7.0658,0.0000,0.8941,0.8194,0.0003,0.4863,5.0000,1.0000
8IVA_CEG,0.1262,0.0371,0.6737,0.0817,6.0449,28.3279,0.2381,0.1493,7.3196,0.0000,0.8671,0.6280,,,5,1,0.1254,0.0363,0.6835,0.0809,6.0890,28.6382,0.2381,0.1429,7.3991,0.0000,0.8651,0.6113,,,10.0000,2.0000,,,,,,,,,,,,,,,,,0.1095,0.0346,0.7231,0.0720,5.9767,29.0837,0.1905,0.1333,7.5657,0.0000,0.8643,0.6001,0.0012,0.3134,5.0000,1.0000
8IVX_HLA,0.0075,0.0053,0.5319,0.0064,18.7672,66.3052,0.0000,0.0000,21.5859,0.0000,0.8549,0.7605,,,5,1,0.0481,0.0170,0.5793,0.0325,19.4887,27.4468,0.0508,0.0594,18.0564,0.0000,0.8884,0.8447,,,45.0000,9.0000,0.0101,0.0087,0.5641,0.0094,14.1640,60.5852,0.0000,0.0000,13.0264,0.0000,0.8605,0.8370,,,10.0000,2.0000,,,,,,,,,,,,,,,,
8IX3_HLG,0.0643,0.0124,0.5660,0.0383,10.5708,33.0808,0.1111,0.0825,11.0204,0.0000,0.8877,0.9227,,,5,1,0.0925,0.0325,0.6346,0.0625,10.3581,32.9301,0.1944,0.1647,8.3553,0.0000,0.8974,0.8761,,,40.0000,8.0000,,,,,,,,,,,,,,,,,0.0525,0.0302,0.6001,0.0414,7.2551,27.2170,0.0278,0.0263,7.4064,0.0000,0.8500,0.7553,0.0008,0.3152,5.0000,1.0000
8J1T_HKF,0.7453,0.6844,0.7240,0.7149,1.2024,2.2039,0.6901,0.7538,1.5285,0.6129,0.8532,0.5942,,,5,1,0.7554,0.6751,0.7246,0.7152,1.1730,2.1217,0.7042,0.7752,1.5187,0.5806,0.8816,0.7219,,,75.0000,15.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8OL9_BAH,0.1454,0.2410,0.5941,0.1932,6.6939,14.8943,0.1429,0.1404,3.1730,0.3750,0.9619,0.8863,,,5,1,0.1481,0.2728,0.5893,0.2105,6.5628,14.6523,0.1429,0.1379,3.3145,0.5000,0.9681,0.9139,,,50.0000,10.0000,0.1492,0.2374,0.6021,0.1933,6.7312,14.4325,0.1429,0.1429,3.1770,0.3750,0.9691,0.9203,,,5.0000,1.0000,0.1812,0.3247,0.6073,0.2529,5.5737,13.0602,0.1786,0.2174,3.2399,0.6250,0.9367,0.7633,0.0003,0.4077,5.0000,1.0000
8OXW_BCA,0.0081,0.0129,0.6350,0.0105,17.3636,64.9122,0.0000,0.0000,19.2680,0.0000,0.8152,0.4001,,,5,1,0.0675,0.0108,0.6432,0.0391,10.8521,21.6321,0.0500,0.0449,19.1306,0.0000,0.8670,0.6522,,,50.0000,10.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8OXX_BCA,0.0176,0.0097,0.6261,0.0136,11.2046,44.4971,0.0000,0.0000,14.5051,0.0000,0.8309,0.4538,,,5,1,0.0420,0.0096,0.6310,0.0258,9.9137,38.4725,0.0571,0.0597,16.0722,0.0000,0.8443,0.4876,,,40.0000,8.0000,0.0176,0.0097,0.6247,0.0136,11.1821,44.5289,0.0000,0.0000,14.5162,0.0000,0.8286,0.4566,,,5.0000,1.0000,,,,,,,,,,,,,,,,
8PE9_HLA,0.0328,0.0321,0.5658,0.0325,16.0936,27.0670,0.0000,0.0000,17.2165,0.0000,0.9281,0.8405,,,5,1,0.0329,0.0325,0.5701,0.0327,16.1563,27.0141,0.0000,0.0000,17.1448,0.0000,0.9361,0.8953,,,45.0000,9.0000,0.0329,0.0323,0.5703,0.0326,16.0874,27.0358,0.0000,0.0000,17.2068,0.0000,0.9363,0.8692,,,15.0000,3.0000,0.0328,0.0325,0.5930,0.0326,16.2602,27.0449,0.0000,0.0000,17.1826,0.0000,0.9208,0.8228,0.0007,0.3466,5.0000,1.0000
8SLB_HLA,0.1015,0.0493,0.6468,0.0754,6.7934,24.3380,0.1493,0.1587,6.5583,0.0000,0.8335,0.5312,,,5,1,0.0609,0.1660,0.6573,0.1134,6.9560,26.4543,0.0448,0.0496,4.9898,0.1765,0.9072,0.8578,,,125.0000,25.0000,0.0995,0.0572,0.6139,0.0784,6.5327,25.6190,0.1493,0.1449,6.0021,0.0294,0.8822,0.7925,,,20.0000,4.0000,0.0519,0.0284,0.6401,0.0402,8.3897,24.1854,0.0149,0.0169,8.3658,0.0000,0.8940,0.8183,0.0022,0.3217,5.0000,1.0000
8T9Z_HLA,0.0092,0.0067,0.6977,0.0080,18.8968,57.5087,0.0000,0.0000,25.4325,0.0000,0.8150,0.5583,,,5,1,0.0097,0.0090,0.6913,0.0094,17.2506,57.1487,0.0000,0.0000,18.6643,0.0000,0.8559,0.8417,,,80.0000,16.0000,0.0057,0.0087,0.7048,0.0072,23.0102,74.1710,0.0000,0.0000,19.4731,0.0000,0.8225,0.6766,,,10.0000,2.0000,,,,,,,,,,,,,,,,
8TFR_ABC,0.0060,0.0066,0.6774,0.0063,20.9500,74.6354,0.0000,0.0000,18.0128,0.0000,0.9293,0.8579,,,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0061,0.0068,0.6839,0.0064,20.7832,73.7674,0.0000,0.0000,17.8222,0.0000,0.9137,0.8886,0.0005,0.5199,5.0000,1.0000
8TRS_AGD,0.0593,0.0141,0.6381,0.0367,11.4483,47.8985,0.1304,0.0984,14.1565,0.0000,0.8967,0.9113,,,5,1,0.0593,0.0142,0.6341,0.0367,11.4454,47.8367,0.1304,0.0984,14.1519,0.0000,0.9018,0.9134,,,60.0000,12.0000,0.0593,0.0142,0.6329,0.0367,11.4558,47.8217,0.1304,0.0984,14.1624,0.0000,0.9067,0.9301,,,25.0000,5.0000,0.0965,0.1240,0.6089,0.1102,6.0885,17.6264,0.0435,0.0282,5.0554,0.0930,0.8832,0.9135,0.0007,0.4007,5.0000,1.0000
8X0T_HLA,0.0273,0.0746,0.5287,0.0510,9.8600,33.8153,0.0000,0.0000,11.8255,0.1400,0.9161,0.8627,,,5,1,0.0275,0.0806,0.5261,0.0541,9.6091,34.0455,0.0000,0.0000,11.4941,0.1600,0.9238,0.8834,,,50.0000,10.0000,0.0284,0.0746,0.5501,0.0515,9.6833,33.1192,0.0000,0.0000,11.8919,0.1400,0.9265,0.8941,,,15.0000,3.0000,0.0317,0.0898,0.5844,0.0607,9.4110,30.9029,0.0000,0.0000,11.5871,0.1800,0.9118,0.8419,0.0006,0.5196,5.0000,1.0000
